         ns       /testbench/testbench_out    
          delta                               
          0  +0                          x 
      11500  +2                          0 
      58500  +2                        402 
      75500  +2                        803 
      92500  +2                       1205 
     109500  +2                       1605 
     126500  +2                       2005 
     143500  +2                       2403 
     160500  +2                       2800 
     177500  +2                       3196 
     194500  +2                       3589 
     211500  +2                       3980 
     228500  +2                       4369 
     245500  +2                       4755 
     262500  +2                       5139 
     279500  +2                       5519 
     296500  +2                       5896 
     314500  +2                       6269 
     331500  +2                       6639 
     348500  +2                       7004 
     365500  +2                       7365 
     382500  +2                       7722 
     399500  +2                       8075 
     416500  +2                       8422 
     433500  +2                       8764 
     450500  +2                       9101 
     467500  +2                       9433 
     484500  +2                       9759 
     501500  +2                      10079 
     518500  +2                      10393 
     535500  +2                      10700 
     552500  +2                      11002 
     570500  +2                      11296 
     587500  +2                      11584 
     604500  +2                      11865 
     621500  +2                      12139 
     638500  +2                      12405 
     655500  +2                      12664 
     672500  +2                      12915 
     689500  +2                      13158 
     706500  +2                      13394 
     723500  +2                      13621 
     740500  +2                      13841 
     757500  +2                      14052 
     774500  +2                      14254 
     791500  +2                      14448 
     808500  +2                      14633 
     826500  +2                      14810 
     843500  +2                      14977 
     860500  +2                      15135 
     877500  +2                      15285 
     894500  +2                      15425 
     911500  +2                      15556 
     928500  +2                      15677 
     945500  +2                      15789 
     962500  +2                      15892 
     979500  +2                      15984 
     996500  +2                      16068 
    1013500  +2                      16141 
    1030500  +2                      16205 
    1047500  +2                      16259 
    1064500  +2                      16304 
    1082500  +2                      16338 
    1099500  +2                      16363 
    1116500  +2                      16378 
    1133500  +2                      16383 
    1150500  +2                      16378 
    1167500  +2                      16363 
    1184500  +2                      16338 
    1201500  +2                      16304 
    1218500  +2                      16259 
    1235500  +2                      16205 
    1252500  +2                      16141 
    1269500  +2                      16068 
    1286500  +2                      15984 
    1303500  +2                      15892 
    1320500  +2                      15789 
    1338500  +2                      15677 
    1355500  +2                      15556 
    1372500  +2                      15425 
    1389500  +2                      15285 
    1406500  +2                      15135 
    1423500  +2                      14977 
    1440500  +2                      14810 
    1457500  +2                      14633 
    1474500  +2                      14448 
    1491500  +2                      14254 
    1508500  +2                      14052 
    1525500  +2                      13841 
    1542500  +2                      13621 
    1559500  +2                      13394 
    1576500  +2                      13158 
    1594500  +2                      12915 
    1611500  +2                      12664 
    1628500  +2                      12405 
    1645500  +2                      12139 
    1662500  +2                      11865 
    1679500  +2                      11584 
    1696500  +2                      11296 
    1713500  +2                      11002 
    1730500  +2                      10700 
    1747500  +2                      10393 
    1764500  +2                      10079 
    1781500  +2                       9759 
    1798500  +2                       9433 
    1815500  +2                       9101 
    1832500  +2                       8764 
    1850500  +2                       8422 
    1867500  +2                       8075 
    1884500  +2                       7722 
    1901500  +2                       7365 
    1918500  +2                       7004 
    1935500  +2                       6639 
    1952500  +2                       6269 
    1969500  +2                       5896 
    1986500  +2                       5519 
    2003500  +2                       5139 
    2020500  +2                       4755 
    2037500  +2                       4369 
    2054500  +2                       3980 
    2071500  +2                       3589 
    2088500  +2                       3196 
    2106500  +2                       2800 
    2123500  +2                       2403 
    2140500  +2                       2005 
    2157500  +2                       1605 
    2174500  +2                       1205 
    2191500  +2                        803 
    2208500  +2                        402 
    2225500  +2                          0 
    2242500  +2                       -402 
    2259500  +2                       -803 
    2276500  +2                      -1205 
    2293500  +2                      -1605 
    2310500  +2                      -2005 
    2327500  +2                      -2403 
    2344500  +2                      -2800 
    2362500  +2                      -3196 
    2379500  +2                      -3589 
    2396500  +2                      -3980 
    2413500  +2                      -4369 
    2430500  +2                      -4755 
    2447500  +2                      -5139 
    2464500  +2                      -5519 
    2481500  +2                      -5896 
    2498500  +2                      -6269 
    2515500  +2                      -6639 
    2532500  +2                      -7004 
    2549500  +2                      -7365 
    2566500  +2                      -7722 
    2583500  +2                      -8075 
    2600500  +2                      -8422 
    2618500  +2                      -8764 
    2635500  +2                      -9101 
    2652500  +2                      -9433 
    2669500  +2                      -9759 
    2686500  +2                     -10079 
    2703500  +2                     -10393 
    2720500  +2                     -10700 
    2737500  +2                     -11002 
    2754500  +2                     -11296 
    2771500  +2                     -11584 
    2788500  +2                     -11865 
    2805500  +2                     -12139 
    2822500  +2                     -12405 
    2839500  +2                     -12664 
    2856500  +2                     -12915 
    2874500  +2                     -13158 
    2891500  +2                     -13394 
    2908500  +2                     -13621 
    2925500  +2                     -13841 
    2942500  +2                     -14052 
    2959500  +2                     -14254 
    2976500  +2                     -14448 
    2993500  +2                     -14633 
    3010500  +2                     -14810 
    3027500  +2                     -14977 
    3044500  +2                     -15135 
    3061500  +2                     -15285 
    3078500  +2                     -15425 
    3095500  +2                     -15556 
    3112500  +2                     -15677 
    3130500  +2                     -15789 
    3147500  +2                     -15892 
    3164500  +2                     -15984 
    3181500  +2                     -16068 
    3198500  +2                     -16141 
    3215500  +2                     -16205 
    3232500  +2                     -16259 
    3249500  +2                     -16304 
    3266500  +2                     -16338 
    3283500  +2                     -16363 
    3300500  +2                     -16378 
    3317500  +2                     -16383 
    3334500  +2                     -16378 
    3351500  +2                     -16363 
    3368500  +2                     -16338 
    3386500  +2                     -16304 
    3403500  +2                     -16259 
    3420500  +2                     -16205 
    3437500  +2                     -16141 
    3454500  +2                     -16068 
    3471500  +2                     -15984 
    3488500  +2                     -15892 
    3505500  +2                     -15789 
    3522500  +2                     -15677 
    3539500  +2                     -15556 
    3556500  +2                     -15425 
    3573500  +2                     -15285 
    3590500  +2                     -15135 
    3607500  +2                     -14977 
    3624500  +2                     -14810 
    3642500  +2                     -14633 
    3659500  +2                     -14448 
    3676500  +2                     -14254 
    3693500  +2                     -14052 
    3710500  +2                     -13841 
    3727500  +2                     -13621 
    3744500  +2                     -13394 
    3761500  +2                     -13158 
    3778500  +2                     -12915 
    3795500  +2                     -12664 
    3812500  +2                     -12405 
    3829500  +2                     -12139 
    3846500  +2                     -11865 
    3863500  +2                     -11584 
    3880500  +2                     -11296 
    3898500  +2                     -11002 
    3915500  +2                     -10700 
    3932500  +2                     -10393 
    3949500  +2                     -10079 
    3966500  +2                      -9759 
    3983500  +2                      -9433 
    4000500  +2                      -9101 
    4017500  +2                      -8764 
    4034500  +2                      -8422 
    4051500  +2                      -8075 
    4068500  +2                      -7722 
    4085500  +2                      -7365 
    4102500  +2                      -7004 
    4119500  +2                      -6639 
    4136500  +2                      -6269 
    4154500  +2                      -5896 
    4171500  +2                      -5519 
    4188500  +2                      -5139 
    4205500  +2                      -4755 
    4222500  +2                      -4369 
    4239500  +2                      -3980 
    4256500  +2                      -3589 
    4273500  +2                      -3196 
    4290500  +2                      -2800 
    4307500  +2                      -2403 
    4324500  +2                      -2005 
    4341500  +2                      -1605 
    4358500  +2                      -1205 
    4375500  +2                       -803 
    4392500  +2                       -402 
    4410500  +2                          0 
    4427500  +2                        402 
    4444500  +2                        803 
    4461500  +2                       1205 
    4478500  +2                       1605 
    4495500  +2                       2005 
    4512500  +2                       2403 
    4529500  +2                       2800 
    4546500  +2                       3196 
    4563500  +2                       3589 
    4580500  +2                       3980 
    4597500  +2                       4369 
    4614500  +2                       4755 
    4631500  +2                       5139 
    4648500  +2                       5519 
    4666500  +2                       5896 
    4683500  +2                       6269 
    4700500  +2                       6639 
    4717500  +2                       7004 
    4734500  +2                       7365 
    4751500  +2                       7722 
    4768500  +2                       8075 
    4785500  +2                       8422 
    4802500  +2                       8764 
