0,402
11500,0
58500,402
75500,803
92500,1205
1.095e+05,1605
1.265e+05,2005
1.435e+05,2403
1.605e+05,2800
1.775e+05,3196
1.945e+05,3589
2.115e+05,3980
2.285e+05,4369
2.455e+05,4755
2.625e+05,5139
2.795e+05,5519
2.965e+05,5896
3.145e+05,6269
3.315e+05,6639
3.485e+05,7004
3.655e+05,7365
3.825e+05,7722
3.995e+05,8075
4.165e+05,8422
4.335e+05,8764
4.505e+05,9101
4.675e+05,9433
4.845e+05,9759
5.015e+05,10079
5.185e+05,10393
5.355e+05,10700
5.525e+05,11002
5.705e+05,11296
5.875e+05,11584
6.045e+05,11865
6.215e+05,12139
6.385e+05,12405
6.555e+05,12664
6.725e+05,12915
6.895e+05,13158
7.065e+05,13394
7.235e+05,13621
7.405e+05,13841
7.575e+05,14052
7.745e+05,14254
7.915e+05,14448
8.085e+05,14633
8.265e+05,14810
8.435e+05,14977
8.605e+05,15135
8.775e+05,15285
8.945e+05,15425
9.115e+05,15556
9.285e+05,15677
9.455e+05,15789
9.625e+05,15892
9.795e+05,15984
9.965e+05,16068
1.0135e+06,16141
1.0305e+06,16205
1.0475e+06,16259
1.0645e+06,16304
1.0825e+06,16338
1.0995e+06,16363
1.1165e+06,16378
1.1335e+06,16383
1.1505e+06,16378
1.1675e+06,16363
1.1845e+06,16338
1.2015e+06,16304
1.2185e+06,16259
1.2355e+06,16205
1.2525e+06,16141
1.2695e+06,16068
1.2865e+06,15984
1.3035e+06,15892
1.3205e+06,15789
1.3385e+06,15677
1.3555e+06,15556
1.3725e+06,15425
1.3895e+06,15285
1.4065e+06,15135
1.4235e+06,14977
1.4405e+06,14810
1.4575e+06,14633
1.4745e+06,14448
1.4915e+06,14254
1.5085e+06,14052
1.5255e+06,13841
1.5425e+06,13621
1.5595e+06,13394
1.5765e+06,13158
1.5945e+06,12915
1.6115e+06,12664
1.6285e+06,12405
1.6455e+06,12139
1.6625e+06,11865
1.6795e+06,11584
1.6965e+06,11296
1.7135e+06,11002
1.7305e+06,10700
1.7475e+06,10393
1.7645e+06,10079
1.7815e+06,9759
1.7985e+06,9433
1.8155e+06,9101
