0,4
1053,5
1115,6
1265,7
1415,8
2173,7
2325,6
2475,5
2535,4
2625,3
2687,2
2775,1
2837,0
2925,-1
2987,-2
3075,-3
3137,-4
3225,-5
3287,-6
3437,-7
3587,-8
4345,-7
4497,-6
4647,-5
4707,-4
4797,-3
4859,-2
4947,-1
5009,0
5097,1
5159,2
5247,3
5309,4
5397,5
5459,6
5609,7
5759,8
6517,7
6669,6
6819,5
6879,4
6969,3
7031,2
7119,1
7181,0
7269,-1
7331,-2
7419,-3
7481,-4
7569,-5
7631,-6
7781,-7
7931,-8
8689,-7
8841,-6
8991,-5
9051,-4
9141,-3
9203,-2
9291,-1
9353,0
9441,1
9503,2
9591,3
9653,4
9741,5
9803,6
9953,7
10103,8
10861,7
11013,6
11163,5
11223,4
11313,3
11375,2
11463,1
11525,0
11613,-1
11675,-2
11763,-3
11825,-4
11913,-5
11975,-6
12125,-7
12275,-8
13033,-7
13185,-6
13335,-5
13395,-4
13485,-3
13547,-2
13635,-1
13697,0
13785,1
13847,2
13935,3
13997,4
14085,5
14147,6
14297,7
14447,8
15205,7
15357,6
15507,5
15567,4
15657,3
15719,2
15807,1
15869,0
15957,-1
16019,-2
16107,-3
16169,-4
16257,-5
16319,-6
16469,-7
16619,-8
17377,-7
17529,-6
17679,-5
17739,-4
17829,-3
17891,-2
17979,-1
18041,0
18129,1
18191,2
18279,3
18341,4
18429,5
18491,6
18641,7
18791,8
19549,7
19701,6
19851,5
19911,4
20001,3
20063,2
20151,1
20213,0
20301,-1
20363,-2
20451,-3
20513,-4
20601,-5
20663,-6
20813,-7
20963,-8
21721,-7
21873,-6
22023,-5
22083,-4
22173,-3
22235,-2
22323,-1
22385,0
22473,1
22535,2
22623,3
22685,4
22773,5
22835,6
22985,7
23135,8
23893,7
24045,6
24195,5
24255,4
24345,3
24407,2
24495,1
24557,0
24645,-1
24707,-2
24795,-3
24857,-4
24945,-5
25007,-6
25157,-7
25307,-8
26065,-7
26217,-6
26367,-5
26427,-4
26517,-3
26579,-2
26667,-1
26729,0
26817,1
26879,2
26967,3
27029,4
27117,5
27179,6
27329,7
27479,8
28237,7
28389,6
28539,5
28599,4
28689,3
28751,2
28839,1
28901,0
28989,-1
29051,-2
29139,-3
29201,-4
29289,-5
29351,-6
29501,-7
29651,-8
30409,-7
30561,-6
30711,-5
30771,-4
30861,-3
30923,-2
31011,-1
31073,0
31161,1
31223,2
31311,3
31373,4
31461,5
31523,6
31673,7
31823,8
32581,7
32733,6
32883,5
32943,4
33033,3
33095,2
33183,1
33245,0
33333,-1
33395,-2
33483,-3
33545,-4
33633,-5
33695,-6
33845,-7
33995,-8
34753,-7
34905,-6
35055,-5
35115,-4
35205,-3
35267,-2
35355,-1
35417,0
35505,1
35567,2
35655,3
35717,4
35805,5
35867,6
36017,7
36167,8
36925,7
37077,6
37227,5
37287,4
37377,3
37439,2
37527,1
37589,0
37677,-1
37739,-2
37827,-3
37889,-4
37977,-5
38039,-6
38189,-7
38339,-8
39097,-7
39249,-6
39399,-5
39459,-4
39549,-3
39611,-2
39699,-1
39761,0
39849,1
39911,2
39999,3
40061,4
40149,5
40211,6
40361,7
40511,8
41269,7
41421,6
41571,5
41631,4
41721,3
41783,2
41871,1
41933,0
42021,-1
42083,-2
42171,-3
42233,-4
42321,-5
42383,-6
42533,-7
42683,-8
43441,-7
43593,-6
43743,-5
43803,-4
43893,-3
43955,-2
44043,-1
44105,0
44193,1
44255,2
44343,3
44405,4
44493,5
44555,6
44705,7
44855,8
45613,7
45765,6
45915,5
45975,4
46065,3
46127,2
46215,1
46277,0
46365,-1
46427,-2
46515,-3
46577,-4
46665,-5
46727,-6
46877,-7
47027,-8
47785,-7
47937,-6
48087,-5
48147,-4
48237,-3
48299,-2
48387,-1
48449,0
48537,1
48599,2
48687,3
48749,4
48837,5
48899,6
49049,7
49199,8
49957,7
50109,6
50259,5
50319,4
50409,3
50471,2
50559,1
50621,0
50709,-1
50771,-2
50859,-3
50921,-4
51009,-5
51071,-6
51221,-7
51371,-8
52129,-7
52281,-6
52431,-5
52491,-4
52581,-3
52643,-2
52731,-1
52793,0
52881,1
52943,2
53031,3
53093,4
53181,5
53243,6
53393,7
53543,8
54301,7
54453,6
54603,5
54663,4
54753,3
54815,2
54903,1
54965,0
55053,-1
55115,-2
55203,-3
55265,-4
55353,-5
55415,-6
55565,-7
55715,-8
56473,-7
56625,-6
56775,-5
56835,-4
56925,-3
56987,-2
57075,-1
57137,0
57225,1
57287,2
57375,3
57437,4
57525,5
57587,6
57737,7
57887,8
58645,7
58797,6
58947,5
59007,4
59097,3
59159,2
59247,1
59309,0
59397,-1
59459,-2
59547,-3
59609,-4
59697,-5
59759,-6
59909,-7
60059,-8
60817,-7
60969,-6
61119,-5
61179,-4
61269,-3
61331,-2
61419,-1
61481,0
61569,1
61631,2
61719,3
61781,4
61869,5
61931,6
62081,7
62231,8
62989,7
63141,6
63291,5
63351,4
63441,3
63503,2
63591,1
63653,0
63741,-1
63803,-2
63891,-3
63953,-4
64041,-5
64103,-6
64253,-7
64403,-8
65161,-7
65313,-6
65463,-5
65523,-4
65613,-3
65675,-2
65763,-1
65825,0
65913,1
65975,2
66063,3
66125,4
66213,5
66275,6
66425,7
66575,8
67333,7
67485,6
67635,5
67695,4
67785,3
67847,2
67935,1
67997,0
68085,-1
68147,-2
68235,-3
68297,-4
68385,-5
68447,-6
68597,-7
68747,-8
69505,-7
69657,-6
69807,-5
69867,-4
69957,-3
70019,-2
70107,-1
70169,0
70257,1
70319,2
70407,3
70469,4
70557,5
70619,6
70769,7
70919,8
71677,7
71829,6
71979,5
72039,4
72129,3
72191,2
72279,1
72341,0
72429,-1
72491,-2
72579,-3
72641,-4
72729,-5
72791,-6
72941,-7
73091,-8
73849,-7
74001,-6
74151,-5
74211,-4
74301,-3
74363,-2
74451,-1
74513,0
74601,1
74663,2
74751,3
74813,4
74901,5
74963,6
75113,7
75263,8
76021,7
76173,6
76323,5
76383,4
76473,3
76535,2
76623,1
76685,0
76773,-1
76835,-2
76923,-3
76985,-4
77073,-5
77135,-6
77285,-7
77435,-8
78193,-7
78345,-6
78495,-5
78555,-4
78645,-3
78707,-2
78795,-1
78857,0
78945,1
79007,2
79095,3
79157,4
79245,5
79307,6
79457,7
79607,8
80365,7
80517,6
80667,5
80727,4
80817,3
80879,2
80967,1
81029,0
81117,-1
81179,-2
81267,-3
81329,-4
81417,-5
81479,-6
81629,-7
81779,-8
82537,-7
82689,-6
82839,-5
82899,-4
82989,-3
83051,-2
83139,-1
83201,0
83289,1
83351,2
83439,3
83501,4
83589,5
83651,6
83801,7
83951,8
84709,7
84861,6
85011,5
85071,4
85161,3
85223,2
85311,1
85373,0
85461,-1
85523,-2
85611,-3
85673,-4
85761,-5
85823,-6
85973,-7
86123,-8
86881,-7
87033,-6
87183,-5
87243,-4
87333,-3
87395,-2
87483,-1
87545,0
87633,1
87695,2
87783,3
87845,4
87933,5
87995,6
88145,7
88295,8
89053,7
89205,6
89355,5
89415,4
89505,3
89567,2
89655,1
89717,0
89805,-1
89867,-2
89955,-3
90017,-4
90105,-5
90167,-6
90317,-7
90467,-8
91225,-7
91377,-6
91527,-5
91587,-4
91677,-3
91739,-2
91827,-1
91889,0
91977,1
92039,2
92127,3
92189,4
92277,5
92339,6
92489,7
92639,8
93397,7
93549,6
93699,5
93759,4
93849,3
93911,2
93999,1
94061,0
94149,-1
94211,-2
94299,-3
94361,-4
94449,-5
94511,-6
94661,-7
94811,-8
95569,-7
95721,-6
95871,-5
95931,-4
96021,-3
96083,-2
96171,-1
96233,0
96321,1
96383,2
96471,3
96533,4
96621,5
96683,6
96833,7
96983,8
97741,7
97893,6
98043,5
98103,4
98193,3
98255,2
98343,1
98405,0
98493,-1
98555,-2
98643,-3
98705,-4
98793,-5
98855,-6
99005,-7
99155,-8
99913,-7
1.0007e+05,-6
1.0022e+05,-5
1.0028e+05,-4
1.0037e+05,-3
1.0043e+05,-2
1.0052e+05,-1
1.0058e+05,0
1.0067e+05,1
1.0073e+05,2
1.0082e+05,3
1.0088e+05,4
1.0097e+05,5
1.0103e+05,6
1.0118e+05,7
1.0133e+05,8
1.0209e+05,7
1.0224e+05,6
1.0239e+05,5
1.0245e+05,4
1.0254e+05,3
1.026e+05,2
1.0269e+05,1
1.0275e+05,0
1.0284e+05,-1
1.029e+05,-2
1.0299e+05,-3
1.0305e+05,-4
1.0314e+05,-5
1.032e+05,-6
1.0335e+05,-7
1.035e+05,-8
1.0426e+05,-7
1.0441e+05,-6
1.0456e+05,-5
1.0462e+05,-4
1.0471e+05,-3
1.0477e+05,-2
1.0486e+05,-1
1.0492e+05,0
1.0501e+05,1
1.0507e+05,2
1.0516e+05,3
1.0522e+05,4
1.0531e+05,5
1.0537e+05,6
1.0552e+05,7
1.0567e+05,8
1.0643e+05,7
1.0658e+05,6
1.0673e+05,5
1.0679e+05,4
1.0688e+05,3
1.0694e+05,2
1.0703e+05,1
1.0709e+05,0
1.0718e+05,-1
1.0724e+05,-2
1.0733e+05,-3
1.0739e+05,-4
1.0748e+05,-5
1.0754e+05,-6
1.0769e+05,-7
1.0784e+05,-8
1.086e+05,-7
1.0875e+05,-6
1.089e+05,-5
1.0896e+05,-4
1.0905e+05,-3
1.0912e+05,-2
1.092e+05,-1
1.0927e+05,0
1.0935e+05,1
1.0942e+05,2
1.095e+05,3
1.0957e+05,4
1.0965e+05,5
1.0972e+05,6
1.0987e+05,7
1.1002e+05,8
1.1077e+05,7
1.1093e+05,6
1.1108e+05,5
1.1114e+05,4
1.1123e+05,3
1.1129e+05,2
1.1138e+05,1
1.1144e+05,0
1.1153e+05,-1
1.1159e+05,-2
1.1168e+05,-3
1.1174e+05,-4
1.1183e+05,-5
1.1189e+05,-6
1.1204e+05,-7
1.1219e+05,-8
1.1295e+05,-7
1.131e+05,-6
1.1325e+05,-5
1.1331e+05,-4
1.134e+05,-3
1.1346e+05,-2
1.1355e+05,-1
1.1361e+05,0
1.137e+05,1
1.1376e+05,2
1.1385e+05,3
1.1391e+05,4
1.14e+05,5
1.1406e+05,6
1.1421e+05,7
1.1436e+05,8
1.1512e+05,7
